# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 06:17:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_score not null)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs
10464078,K00743.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---HAS_SEC_TCE,49.4687650,320.9081700,214.70,1,71,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.80600,Mandel and Agol (2002 ApJ 580 171),,,010/010464/010464078/dv/kplr010464078-20160209194854_dvr.pdf,010/010464/010464078/dv/kplr010464078-001-20160209194854_dvs.pdf
10480982,K00744.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,387.6580000,2174.4263000,2317.00,2,55,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.00030,Mandel and Agol (2002 ApJ 580 171),,,010/010480/010480982/dv/kplr010480982-20160209194854_dvr.pdf,010/010480/010480982/dv/kplr010480982-001-20160209194854_dvs.pdf
10485250,K00745.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---HAS_SEC_TCE,43.1625000,258.8247000,303.40,1,66,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.01120,Mandel and Agol (2002 ApJ 580 171),,,010/010485/010485250/dv/kplr010485250-20160209194854_dvr.pdf,010/010485/010485250/dv/kplr010485250-001-20160209194854_dvs.pdf
10526549,K00746.01,Kepler-660 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.6169240,71.4800500,87.20,1,144,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.05040,Mandel and Agol (2002 ApJ 580 171),,,010/010526/010526549/dv/kplr010526549-20160209194854_dvr.pdf,010/010526/010526549/dv/kplr010526549-001-20160209194854_dvs.pdf
10583066,K00747.01,Kepler-661 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.8768310,52.3693900,65.40,1,215,1,q1_q17_dr25_tce,11111111111111111000000000000000,1.00000,Mandel and Agol (2002 ApJ 580 171),,,010/010583/010583066/dv/kplr010583066-20160209194854_dvr.pdf,010/010583/010583066/dv/kplr010583066-001-20160209194854_dvs.pdf
10583180,K00748.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,5.5084010,34.5709040,48.20,1,501,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.05050,Mandel and Agol (2002 ApJ 580 171),,,010/010583/010583180/dv/kplr010583180-20160209194854_dvr.pdf,010/010583/010583180/dv/kplr010583180-001-20160209194854_dvs.pdf
10601284,K00749.01,Kepler-226 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.0370364,48.5041960,60.60,3,247,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.77220,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-001-20160209194854_dvs.pdf
10601284,K00749.02,Kepler-226 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9800,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.5118856,22.7491510,28.90,3,322,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.92300,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-002-20160209194854_dvs.pdf
10601284,K00749.03,Kepler-226 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9710,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.4343820,9.7768520,14.10,3,141,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.77420,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-003-20160209194854_dvs.pdf
10662202,K00750.01,Kepler-662 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.9119440,24.5407300,34.30,4,62,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.61830,Mandel and Agol (2002 ApJ 580 171),,,010/010662/010662202/dv/kplr010662202-20160209194854_dvr.pdf,010/010662/010662202/dv/kplr010662202-001-20160209194854_dvs.pdf
10682541,K00751.01,Kepler-663 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.1325640,24.2833270,28.20,1,208,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.03600,Mandel and Agol (2002 ApJ 580 171),,,010/010682/010682541/dv/kplr010682541-20160209194854_dvr.pdf,010/010682/010682541/dv/kplr010682541-001-20160209194854_dvs.pdf
11460018,K00769.01,Kepler-671 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.7006826,52.9132420,61.80,1,311,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.43020,Mandel and Agol (2002 ApJ 580 171),,,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,011/011460/011460018/dv/kplr011460018-001-20160209194854_dvs.pdf
11463211,K00770.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,9.7877320,130.6654000,181.10,1,882,1,q1_q17_dr25_tce,11111111111111111000000000000000,1.00000,Mandel and Agol (2002 ApJ 580 171),,,011/011463/011463211/dv/kplr011463211-20160209194854_dvr.pdf,011/011463/011463211/dv/kplr011463211-001-20160209194854_dvs.pdf
11465813,K00771.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_CHASES_MARSHALL---ALL_TRANS_CHASES---CENT_FEW_DIFFS,70.6430200,96.9623600,642.70,1,3,1,q1_q17_dr25_tce,11100011111111111000000000000000,0.00010,Mandel and Agol (2002 ApJ 580 171),,,011/011465/011465813/dv/kplr011465813-20160209194854_dvr.pdf,011/011465/011465813/dv/kplr011465813-001-20160209194854_dvs.pdf
11493732,K00772.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_ALT---DEEP_V_SHAPED,31.0798440,73.1038900,85.30,1,13,1,q1_q17_dr25_tce,11100010111011101000000000000000,0.85130,Mandel and Agol (2002 ApJ 580 171),,,011/011493/011493732/dv/kplr011493732-20160209194854_dvr.pdf,011/011493/011493732/dv/kplr011493732-001-20160209194854_dvs.pdf
11507101,K00773.01,Kepler-672 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,10.3528980,31.9464870,34.70,1,37,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.38890,Mandel and Agol (2002 ApJ 580 171),,,011/011507/011507101/dv/kplr011507101-20160209194854_dvr.pdf,011/011507/011507101/dv/kplr011507101-001-20160209194854_dvs.pdf
10910878,K00757.02,Kepler-229 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9920,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.9181610,37.8775670,51.20,3,26,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.15510,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-002-20160209194854_dvs.pdf
10910878,K00757.03,Kepler-229 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.8342640,35.9625200,47.10,3,167,3,q1_q17_dr25_tce,11111110111011101000000000000000,0.75870,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-003-20160209194854_dvs.pdf
10987985,K00758.01,Kepler-665 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.4689950,31.0665070,33.20,1,65,1,q1_q17_dr25_tce,11101101110111011000000000000000,0.85550,Mandel and Agol (2002 ApJ 580 171),,,010/010987/010987985/dv/kplr010987985-20160209194854_dvr.pdf,010/010987/010987985/dv/kplr010987985-001-20160209194854_dvs.pdf
11018648,K00759.01,Kepler-230 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,14.0889000,61.3723030,80.00,2,34,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.63860,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-001-20160209194854_dvs.pdf
11018648,K00759.02,Kepler-230 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9780,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.9461374,14.6785950,19.10,2,11,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.76680,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-002-20160209194854_dvs.pdf
11138155,K00760.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,58.7647440,670.4895000,696.50,1,269,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.05170,Mandel and Agol (2002 ApJ 580 171),,,011/011138/011138155/dv/kplr011138155-20160209194854_dvr.pdf,011/011138/011138155/dv/kplr011138155-001-20160209194854_dvs.pdf
11152159,K00761.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,5.0446610,39.7450680,48.30,1,387,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.33750,Mandel and Agol (2002 ApJ 580 171),,,011/011152/011152159/dv/kplr011152159-20160209194854_dvr.pdf,011/011152/011152159/dv/kplr011152159-001-20160209194854_dvs.pdf
11153539,K00762.01,Kepler-666 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.4358330,26.5015810,29.50,1,238,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.16940,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153539/dv/kplr011153539-20160209194854_dvr.pdf,011/011153/011153539/dv/kplr011153539-001-20160209194854_dvs.pdf
11242721,K00763.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,85.4664300,509.4985000,513.40,1,59,1,q1_q17_dr25_tce,01101111111111111000000000000000,0.52240,Mandel and Agol (2002 ApJ 580 171),,,011/011242/011242721/dv/kplr011242721-20160209194854_dvr.pdf,011/011242/011242721/dv/kplr011242721-001-20160209194854_dvs.pdf
9579641,K00115.01,Kepler-105 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,46.4750860,163.4761400,166.70,3,244,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.22650,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-001-20160209194854_dvs.pdf
11304958,K00764.01,Kepler-667 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,27.7885970,124.5249200,141.10,1,33,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.47760,Mandel and Agol (2002 ApJ 580 171),,,011/011304/011304958/dv/kplr011304958-20160209194854_dvr.pdf,011/011304/011304958/dv/kplr011304958-001-20160209194854_dvs.pdf
11391957,K00765.01,Kepler-668 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.6967807,36.3497400,43.40,1,127,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.50470,Mandel and Agol (2002 ApJ 580 171),,,011/011391/011391957/dv/kplr011391957-20160209194854_dvr.pdf,011/011391/011391957/dv/kplr011391957-001-20160209194854_dvs.pdf
11403044,K00766.01,Kepler-669 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.3875550,94.7097900,128.60,1,323,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.60430,Mandel and Agol (2002 ApJ 580 171),,,011/011403/011403044/dv/kplr011403044-20160209194854_dvr.pdf,011/011403/011403044/dv/kplr011403044-001-20160209194854_dvs.pdf
11414511,K00767.01,Kepler-670 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,104.6468100,1328.3038000,1406.80,1,474,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.79980,Mandel and Agol (2002 ApJ 580 171),,,011/011414/011414511/dv/kplr011414511-20160209194854_dvr.pdf,011/011414/011414511/dv/kplr011414511-001-20160209194854_dvs.pdf
11442465,K00768.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,52.8612400,193.4089000,236.10,1,31,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.02990,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442465/dv/kplr011442465-20160209194854_dvr.pdf,011/011442/011442465/dv/kplr011442465-001-20160209194854_dvs.pdf
12110942,K00786.01,Kepler-680 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.8750124,31.7867890,35.60,1,360,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.40530,Mandel and Agol (2002 ApJ 580 171),,,012/012110/012110942/dv/kplr012110942-20160209194854_dvr.pdf,012/012110/012110942/dv/kplr012110942-001-20160209194854_dvs.pdf
12366084,K00787.01,Kepler-232 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.8153710,58.2590560,71.10,3,302,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.52000,Mandel and Agol (2002 ApJ 580 171),,,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,012/012366/012366084/dv/kplr012366084-001-20160209194854_dvs.pdf
12366084,K00787.02,Kepler-232 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.2506146,29.9301640,37.90,3,109,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.23640,Mandel and Agol (2002 ApJ 580 171),,,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,012/012366/012366084/dv/kplr012366084-002-20160209194854_dvs.pdf
12404086,K00788.01,Kepler-681 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.9176810,41.2697530,48.20,1,51,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.27350,Mandel and Agol (2002 ApJ 580 171),,,012/012404/012404086/dv/kplr012404086-20160209194854_dvr.pdf,012/012404/012404086/dv/kplr012404086-001-20160209194854_dvs.pdf
